Departamento,Actividad,Duración,Precio,Calificación,Reseñas,Enlace
Junín,Marcapomacocha Desde Lima - Descubre la Ruta de los Lagos,1 día • Sin colas,89 USD,4.7,,https://www.getyourguide.es/junin-peru-l198897/marcapomacocha-desde-lima-descubre-la-ruta-de-los-lagos-t677085/?ranking_uuid=c253936f-b03f-48b7-a4d7-8067bb6d24bf
La Libertad,Transporte del aeropuerto al hotel,3 horas,45 USD,4.3,(6),https://www.getyourguide.es/santa-ana-el-salvador-l32486/transporte-del-aeropuerto-al-hotel-t865191/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,"TOUR DIA COMPLETO PLAYA, VOLCAN Y CENTRO HISTORICO",6 horas • Sin colas • Recogida disponible,78 USD,4.5,(6),https://www.getyourguide.es/san-salvador-l1495/tour-dia-completo-playa-volcan-y-centro-historico-t859845/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,Sunset Park y Playa El Tunco,8 horas • Sin colas • Recogida disponible,95 USD,,,https://www.getyourguide.es/tamanique-l189874/sunset-park-y-playa-el-tunco-t1010832/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,Ruta de las flores: Laguna verde ATVS/Quadbikes,7 horas • Sin colas • Grupo reducido,115 USD,4.9,,https://www.getyourguide.es/tamanique-l189874/ruta-de-las-flores-laguna-verde-atvsquadbikes-t797340/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,"Ruta de Flores: Tirolina en bici, Café Albania Tobogán Arco Iris",1 día • Recogida disponible,116 USD,,,https://www.getyourguide.es/san-diego-el-salvador-l242346/ruta-de-flores-tirolina-en-bici-cafe-albania-tobogan-arco-iris-t899545/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,TOUR CENTRO HISTORICO SAN SALVADOR Y PLAYA EL TUNCO,1 hora • Recogida disponible,59 USD,4,(4),https://www.getyourguide.es/san-salvador-l1495/tour-centro-historico-y-playa-el-tunco-t887535/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,Transporte colectivo de Antigua al Salvador,5 horas,50 USD,2.7,(3),https://www.getyourguide.es/antigua-guatemala-l1619/transporte-colectivo-de-antigua-al-salvador-t834956/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,"Playa, volcán y ciudad en El Salvador ¡en el mismo día!",11 horas • Recogida disponible,140 USD,4.8,,https://www.getyourguide.es/tamanique-l189874/playa-volcan-y-ciudad-en-el-salvador-en-el-mismo-dia-t778064/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,"Peñón de Comasagua, Surf City y Sunset Park",10 horas • Recogida disponible,100 USD,5,(1),https://www.getyourguide.es/el-salvador-l169093/penon-de-comasagua-surf-city-y-sunset-park-t513842/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
La Libertad,"San Salvador: excursión de un día a Cihuatan, la fábrica de ron y Suchitoto","7,5 horas • Grupo reducido",150 USD,4.8,,https://www.getyourguide.es/san-salvador-l1495/san-salvador-excursion-de-un-dia-a-cihuatan-la-fabrica-de-ron-y-suchitoto-t847544/?ranking_uuid=45525467-276a-44f7-b96e-ba10e62da4a0
Lambayeque,Chiclayo: Excursión Mayascon en Lambayeque | Piscinas ocultas,1 día • Sin colas • Recogida disponible,59 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-excursion-mayascon-en-lambayeque-piscinas-ocultas-t796199/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Visita al Museo Sipán | Huaca Rajada y Tumbas Reales,6 horas • Sin colas • Recogida disponible,41 USD,,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-visita-al-museo-de-sipan-huaca-rajada-y-tumbas-reales-t796219/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Pirámides de Túcume y Selva de Pómac,1 día • Sin colas • Recogida disponible,41 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-piramides-de-tucume-y-selva-de-pomac-t794330/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Excursión a la Reserva Ecológica de Chaparrí,1 día • Sin colas • Recogida disponible,71 USD,5,(1),https://www.getyourguide.es/chiclayo-l32245/chiclayo-excursion-a-la-reserva-ecologica-de-chaparri-t796208/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Maravillas Costeras de Pimentel y Excursión a la Granja de Avestruces,4 horas • Sin colas • Recogida disponible,44 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-maravillas-costeras-de-pimentel-y-excursion-a-la-granja-de-avestruces-t796212/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Desde Chiclayo: Excursión al Señor de Sipán,5 horas • Recogida disponible,90 USD,3.7,,https://www.getyourguide.es/chiclayo-l32245/desde-chiclayo-excursion-al-senor-de-sipan-t608213/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Santuario Histórico Bosque de Pómac y Museo Sicán,4 horas • Recogida disponible,55 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/santuario-historico-del-bosque-de-pomac-y-museo-sican-t501407/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: tour por lo más destacado de la ciudad con servicio de recogida del hotel,3 horas • Recogida disponible,40 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-tour-por-lo-mas-destacado-de-la-ciudad-con-servicio-de-recogida-del-hotel-t974444/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Excursión de un día a la Tumba del Señor de Sipán y Museo de Sitio,3 horas • Recogida disponible,57 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/visita-de-un-dia-a-la-tumba-del-senor-de-sipan-y-al-museo-de-sitio-t501687/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Clase de Surf Para Principiantes y Avanzados,1 día,45 USD,,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-clase-de-surf-para-principiantes-y-avanzados-t1001975/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Playa Papagayo: Alquiler de barcos con conductor,2 - 8 horas • Grupo privado,280 USD,4.8,(50),https://www.getyourguide.es/lanzarote-l421/alquiler-de-barco-en-playa-blanca-t791149/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Chiclayo: Traslado privado desde el aeropuerto al centro de la ciudad,14 horas • Grupo privado • Recogida disponible,12 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/chiclayo-traslado-privado-desde-el-aeropuerto-al-centro-de-la-ciudad-t608116/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Excursión Chiclayo | Reserva Ecológica Chaparri,1 día • Sin colas • Recogida disponible,85 USD,4.7,,https://www.getyourguide.es/cuzco-l359/excursion-chiclayo-reserva-ecologica-chaparri-t748709/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Trujillo: Museo de Sipán - Salida de Trujillo,1 día • Sin colas,62 USD,4.4,,https://www.getyourguide.es/chiclayo-l32245/trujillo-museo-de-sipan-salida-de-trujillo-t793957/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Cusco: Excursión a la Granja de Alpacas y Llamas con Traslado y Demostración de Tejido,"2,5 horas • Grupo reducido • Recogida disponible",34 USD,4.9,(101),https://www.getyourguide.es/cuzco-l359/cusco-excursion-a-la-granja-de-alpacas-y-llamas-con-traslado-y-demostracion-de-tejido-t538068/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lambayeque,Cusco: Laguna Humantay con Desayuno y Almuerzo Buffet,1 día • Recogida disponible,250 USD,4.9,(1959),https://www.getyourguide.es/cuzco-l359/cusco-lago-humantay-con-desayuno-y-almuerzo-buffet-t306708/?ranking_uuid=a27a6168-ae33-4b02-862e-0910ace69b09
Lima,Desde Lima: Visita guiada de día completo a Paracas y el Oasis de la Huacachina,18 horas • Sin colas • Recogida disponible,64 USD,4.8,(743),https://www.getyourguide.es/paracas-l32470/desde-lima-visita-guiada-de-dia-completo-a-paracas-y-el-oasis-de-la-huacachina-t796007/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: Excursión guiada de un día a Paracas y el Oasis de la Huacachina,1 día,50 USD,4.4,(92),https://www.getyourguide.es/lima-l39/lima-excursion-guiada-de-un-dia-a-paracas-y-el-oasis-de-la-huacachina-t860229/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: Degustación de vinos peruanos en un ambiente exclusivo,3 horas • Grupo reducido,96 USD,4.7,,https://www.getyourguide.es/lima-l39/lima-degustacion-de-vinos-peruanos-en-un-ambiente-exclusivo-t951520/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Lima: Visita panorámica en autobús, a pie y por las catacumbas",4 horas • Sin colas,37 USD,4.2,(315),https://www.getyourguide.es/miraflores-l108847/lima-tour-en-autobus-centro-historico-y-catacumbas-san-francisco-t557678/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Desde Lima: Islas Palomino, nado con lobos marinos y tour en yate",4 - 7 horas • Recogida disponible,69 USD,4.7,(806),https://www.getyourguide.es/lima-l39/islas-palomino-lima-tour-en-yate-para-ver-leones-marinos-4-islas-t283287/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Callao: Nadar con Leones Marinos Tour en barco por las Islas Palomino,"2,5 horas",76 USD,4.7,(103),https://www.getyourguide.es/callao-l127378/callao-nadar-con-leones-marinos-tour-en-barco-por-las-islas-palomino-t193079/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Taxi Aeropuerto Lima Peru,"1 - 1,5 horas • Sin colas • Grupo privado",14 USD,4.9,(176),https://www.getyourguide.es/lima-l39/taxi-aeropuerto-peru-lima-t481832/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: tour a pie de la ciudad en grupo reducido con ticket de entrada a las catacumbas,"2,5 - 4 horas • Grupo reducido • Recogida disponible",26 USD,4.9,(971),https://www.getyourguide.es/lima-l39/lima-tour-a-pie-de-la-ciudad-en-grupo-reducido-con-ticket-de-entrada-a-las-catacumbas-t115735/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: Visita guiada de medio día a las ruinas de Pachacamac y Barranco,4 horas • Recogida disponible • Audioguía opcional,45 USD,4.7,(241),https://www.getyourguide.es/lima-l39/lima-visita-guiada-de-medio-dia-a-las-ruinas-de-pachacamac-y-barranco-t238327/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Lima: Traslado al aeropuerto desde/hacia Miraflores,Barranco,SanIsidro",1 hora • Grupo privado • Recogida disponible,27 USD,4.8,(162),https://www.getyourguide.es/lima-l39/lima-traslado-aeropuerto-adesde-mirafloresbarrancosanisidro-t523068/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: City Tour + Bus Panorámico 360°,4 horas,43 USD,4.6,,https://www.getyourguide.es/lima-l39/lima-city-tour-bus-panoramico-360deg-t953482/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Desde Lima: tour a Paracas y al oasis de Huacachina en autobús de lujo,1 día • Sin colas • Recogida disponible,125 USD,4.8,(1271),https://www.getyourguide.es/lima-l39/desde-lima-tour-a-paracas-y-al-oasis-de-huacachina-en-autobus-de-lujo-t313598/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Desde Lima: excursión de un día a Paracas, Ica y Oasis Huacachina","17,5 horas • Recogida disponible",65 USD,4.5,(234),https://www.getyourguide.es/lima-l39/desde-lima-excursion-de-un-dia-a-paracas-ica-y-oasis-huacachina-t560555/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,Lima: Recorrido en bici por los distritos de Miraflores y Barranco,3 horas • Grupo reducido,30 USD,4.9,(415),https://www.getyourguide.es/lima-l39/tour-en-bicicleta-de-lima-en-miraflroes-y-barranco-t498337/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Lima: Ceviche, Causa y Pisco Sour Clase de cocina peruana","2,5 horas • Grupo reducido",44 USD,4.9,(94),https://www.getyourguide.es/lima-l39/lima-clase-de-cocina-peruana-ceviche-causa-y-pisco-sour-t433353/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Lima,"Lima: Visita a Miraflores, Barranco y San Isidro",3 horas • Sin colas • Recogida disponible,45 USD,4.8,(162),https://www.getyourguide.es/lima-l39/lima-visita-en-grupo-reducido-a-miraflores-barranco-y-san-isidro-t396045/?ranking_uuid=7cb80d01-8a73-402c-920f-67025eddbcff
Loreto,Tour privado de Loreto: la Santa Casa de la Virgen María,2 horas,381 USD,5,(1),https://www.getyourguide.es/loreto-mexico-l1655/loreto-tour-de-la-santa-casa-de-la-virgen-maria-t419149/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto: Aperitivos al Atardecer y Crucero en Catamarán con Barra Libre,2 horas • Recogida disponible,85 USD,4.2,(9),https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-aperitivos-al-atardecer-y-crucero-en-catamaran-con-barra-libre-t278962/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Isla Coronado y tour de snorkel,5 horas • Grupo privado,407 USD,,,https://www.getyourguide.es/loreto-mexico-l1655/isla-coronado-y-tour-de-snorkel-t903986/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto Snorkel en la Isla Coronado,4 horas • Recogida disponible,95 USD,3.7,(20),https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-crucero-con-snorkel-y-comida-en-la-isla-coronado-t278937/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,VISITA A LA MISIÓN DE SAN JAVIER,5 horas • Grupo reducido,100 USD,4.7,(3),https://www.getyourguide.es/loreto-mexico-l1655/visita-a-la-mision-de-san-javier-t858906/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto: Crucero en Catamarán para Snorkel,4 horas • Recogida disponible,99 USD,4.7,(19),https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-crucero-en-catamaran-con-esnorquel-y-kayak-t278942/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto: Recorrido Histórico por la Misión de San Javier con Comida,4 horas • Recogida disponible,90 USD,4.4,(17),https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-recorrido-historico-por-la-mision-de-san-javier-con-comida-t278907/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Loreto: tour de avistamiento de ballenas con traslados y almuerzo,4 horas • Grupo reducido • Recogida disponible,139 USD,4,(15),https://www.getyourguide.es/loreto-mexico-l1655/loreto-tour-de-avistamiento-de-ballenas-con-traslados-y-almuerzo-t849647/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Excursión a la Isla Danzante y Snorkel desde el Hotel Villa del Palmar,4 horas • Grupo privado,533 USD,5,(1),https://www.getyourguide.es/loreto-mexico-l1655/excursion-a-la-isla-danzante-y-snorkel-desde-el-hotel-villa-del-palmar-t488024/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Loreto: Excursión en barco y snorkel por el Parque Nacional Bahía de Loreto,"4,5 horas • Grupo reducido",130 USD,4,(3),https://www.getyourguide.es/loreto-mexico-l1655/loreto-excursion-en-barco-y-snorkel-por-el-parque-nacional-bahia-de-loreto-t455720/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Loreto: Tour de 3 días en UTV desde el mar de Cortés hasta el Pacífico,3 días • Grupo reducido,3 804 USD,,,https://www.getyourguide.es/loreto-mexico-l1655/loreto-tour-de-3-dias-en-utv-desde-el-mar-de-cortes-hasta-el-pacifico-t916911/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,"Loreto: Excursión en lancha rápida con nado, snorkel y picnic",4 horas,100 USD,4.4,,https://www.getyourguide.es/baja-california-l1046/tour-a-la-isla-con-snorkeling-y-picnic-en-una-playa-hermosa-t447337/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Loreto: Tour de Avistamiento de Ballena Gris en López Mateos,7 horas • Grupo reducido • Recogida disponible,179 USD,5,(2),https://www.getyourguide.es/loreto-mexico-l1655/loreto-tour-de-avistamiento-de-ballena-gris-en-lopez-mateos-t278007/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto: Caminata Guiada de Pintura Rupestre de Canipole,"3,5 horas • Recogida disponible",95 USD,,,https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-caminata-guiada-de-pintura-rupestre-de-canipole-t278252/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,Desde Loreto: Excursión Guiada al Cañón del Tabor,3 horas • Recogida disponible,55 USD,5,(3),https://www.getyourguide.es/cabecera-del-sendero-del-canon-tabor-l166838/desde-loreto-excursion-guiada-al-canon-del-tabor-t278927/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Loreto,"Desde Loreto: Isla Coronado, Leones Marinos y Excursión de Snorkel",5 horas • Grupo reducido,149 USD,4.2,,https://www.getyourguide.es/loreto-mexico-l1655/desde-loreto-isla-coronado-leones-marinos-y-excursion-de-snorkel-t528723/?ranking_uuid=84f2bac2-d967-453b-a544-e8de3b6f1dd8
Madre de Dios,Selva Amazónica Peruana de Tambopata por Tres Días/Dos Noches,3 días • Grupo reducido,330 USD,4.6,(224),https://www.getyourguide.es/puerto-maldonado-l2146/selva-amazonica-peruana-de-tambopata-por-tres-diasdos-noches-t184073/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Puerto Maldonado: Excursión de 4 días a la selva de Tambopata,4 días • Sin colas • Grupo reducido,419 USD,4.7,(140),https://www.getyourguide.es/aeropuerto-internacional-puerto-maldonado-l178531/puerto-maldonado-excursion-de-4-dias-a-la-selva-de-tambopata-t340896/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Puerto Maldonado: tour en barco por el río Tambopata al atardecer,3 horas,61 USD,,,https://www.getyourguide.es/puerto-maldonado-l2146/puerto-maldonado-tour-en-barco-por-el-rio-tambopata-al-atardecer-t982990/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Vivir la Naturaleza desde Cusco: 3 Días Manu Jungle todo incluido,3 días • Grupo reducido • Recogida disponible,387 USD,4.9,(17),https://www.getyourguide.es/cuzco-l359/vivir-la-naturaleza-desde-cusco-3-dias-manu-jungle-todo-incluido-t847411/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Puerto Maldonado: Excursión guiada de 4 días y 3 noches al Lago Sandoval,4 días • Grupo reducido • Recogida disponible,300 USD,4.7,(43),https://www.getyourguide.es/puerto-maldonado-l2146/puerto-maldonado-excursion-guiada-de-4-dias-y-3-noches-al-lago-sandoval-t476232/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Puerto Maldonado Excursión de 3 días a la Reserva Nacional de Tambopata,3 días • Recogida disponible,279 USD,4.8,(21),https://www.getyourguide.es/puerto-maldonado-l2146/desde-puerto-maldonado-excursion-de-3-dias-a-la-reserva-nacional-de-tambopata-t414365/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Cusco: Tour guiado de 4 días al Parque Nacional del Manu,4 días • Grupo reducido • Recogida disponible,414 USD,4.8,(5),https://www.getyourguide.es/cuzco-l359/desde-cusco-tour-guiado-de-4-dias-al-parque-nacional-del-manu-t845424/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Puerto Maldonado: Excursión de 2 días a la selva peruana de Tambopata,2 días • Grupo reducido,260 USD,4.4,(38),https://www.getyourguide.es/puerto-maldonado-l2146/puerto-maldonado-excursion-de-2-dias-a-la-selva-peruana-de-tambopata-t407598/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Cusco: Excursión al Parque Nacional del Manu con Alojamiento,3 días • Grupo reducido • Recogida disponible,422 USD,4.5,(32),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-al-parque-nacional-del-manu-con-alojamiento-t618738/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Cusco:Direct Bus to Puerto Maldonado Bus Cama,9 horas • Sin colas,29 USD,3.2,(17),https://www.getyourguide.es/cuzco-l359/desde-cuscodirect-bus-to-puerto-maldonado-bus-cama-t802053/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,"Puerto Maldonado: Tour de tirolina, canopy y kayak con almuerzo",8 horas,50 USD,4.7,,https://www.getyourguide.es/puerto-maldonado-l2146/puerto-maldonado-tour-de-tirolina-canopy-y-kayak-con-almuerzo-t971537/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Lago Sandoval y Collpa de Loros 3 Días/2 Noches,3 días • Grupo reducido • Recogida disponible,250 USD,4.4,(15),https://www.getyourguide.es/puerto-maldonado-l2146/lago-sandoval-y-collpa-de-loros-3-dias2-noches-t565344/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Exclusive Bus Direct: Cuzco to Puerto Maldonado 180° y 160°,1 día,50 USD,4.6,,https://www.getyourguide.es/cuzco-l359/exclusive-bus-direct-cuzco-to-puerto-maldonado-180deg-y-160deg-t876811/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Cusco: Excursion Puerto Maldonado de 4 Dias Lago Sandoval,4 días • Sin colas,420 USD,5,(1),https://www.getyourguide.es/cuzco-l359/desde-cusco-excursion-puerto-maldonado-de-4-dias-lago-sandoval-t866751/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Desde Puerto Maldonado | Caminata en la selva + Lago Sandoval |,1 día,75 USD,4.4,(13),https://www.getyourguide.es/puerto-maldonado-l2146/desde-puerto-maldonado-caminata-en-la-selva-lago-sandoval--t562348/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Madre de Dios,Collpa de Guacamayos de Tambopata 4 días/3 noches,4 días • Grupo reducido • Recogida disponible,435 USD,4.3,(11),https://www.getyourguide.es/puerto-maldonado-l2146/macaw-claylick-y-lago-sandoval-4-dias-3-noches-t559394/?ranking_uuid=d33cf649-867e-406d-bb06-457a1cce872e
Moquegua,Excursión en la Reserva Nacional de Salinas y Aguada Blanca,7 horas,35 USD,3.8,,https://www.getyourguide.es/arequipa-l2859/excursion-en-la-reserva-nacional-de-salinas-y-aguada-blanca-t818686/?ranking_uuid=d21e61fc-9dd6-4ba8-80ef-a9b77cc59ca5
Moquegua,Puno: Medio Dia Bike Tour Chullpas Cutimbo + Guia Inglés/Español,5 horas • Recogida disponible,76 USD,4.8,,https://www.getyourguide.es/puno-l32157/puno-medio-dia-bike-tour-chullpas-cutimbo-guia-inglesespanol-t887466/?ranking_uuid=d21e61fc-9dd6-4ba8-80ef-a9b77cc59ca5
Pasco,Ayacucho: Huaraca | Explora la Enigmática Arboleda de Piedra,7 horas • Sin colas,50 USD,4.4,,https://www.getyourguide.es/ayacucho-l152602/ayacucho-huaraca-explora-la-enigmatica-arboleda-de-piedra-t645956/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Desde Oxapampa | Tour de día completo a Pozuzo y Huancabamba,1 día • Grupo reducido • Recogida disponible,36 USD,3.7,,https://www.getyourguide.es/oxapampa-l206133/desde-oxapampa-tour-de-dia-completo-a-pozuzo-y-huancabamba-t740625/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,"Desde Oxapampa: Villa Rica, la capital de la Ruta del Café",1 día,35 USD,3.8,,https://www.getyourguide.es/oxapampa-l206133/desde-oxapampa-villa-rica-la-capital-de-la-ruta-del-cafe-t827355/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Oxapampa: Villa Rica - Cultura del café y selva tropical,1 día • Sin colas,32 USD,4.4,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-villa-rica-cultura-del-cafe-y-selva-tropical-t800560/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Oxapampa: Escapada de un día a Pozuzo,1 día • Sin colas • Recogida disponible,32 USD,4.4,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-escapada-de-un-dia-a-pozuzo-t800534/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Oxapampa: Río Tigre - Aguas y selva amazónicas,12 horas • Sin colas,23 USD,4.4,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-rio-tigre-aguas-y-selva-amazonicas-t800597/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Oxapampa : Aventura Natural Perené - Biodiversidad Amazónica,1 día • Sin colas,75 USD,5,(1),https://www.getyourguide.es/oxapampa-l206133/oxapampa-aventura-natural-perene-biodiversidad-amazonica-t759293/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Oxapampa: Perené - Biodiversidad Amazónica,1 día • Sin colas,35 USD,4.4,,https://www.getyourguide.es/oxapampa-l206133/oxapampa-perene-biodiversidad-amazonica-t800620/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Lo mejor de Oxapampa: Aventura en la selva y el café,1 día • Sin colas,55 USD,4.7,,https://www.getyourguide.es/oxapampa-l206133/lo-mejor-de-oxapampa-aventura-en-la-selva-y-el-cafe-t759260/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Desde Cusco: Excursión Guiada a la Montaña Arco Iris de Palccoyo,12 horas • Grupo reducido • Recogida disponible,119 USD,5,(3),https://www.getyourguide.es/montana-de-los-siete-colores-l132833/desde-cusco-excursion-guiada-a-la-montana-arco-iris-de-palccoyo-t437811/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Desde Oxapampa | Excursión a Pozuzo y Huancabamba Día completo,1 día • Grupo reducido • Recogida disponible,35 USD,4.2,,https://www.getyourguide.es/peru-l168997/desde-oxapampa-excursion-a-pozuzo-y-huancabamba-dia-completo-t596262/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Explorando la Ruta del Café: De Oxapampa a Villa Rica,1 día • Grupo reducido,35 USD,3.6,,https://www.getyourguide.es/oxapampa-l206133/explorando-la-ruta-del-cafe-de-oxapampa-a-villa-rica-t828104/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
Pasco,Desde Oxapampa | Villa Rica la capital de la Ruta del Café,1 día • Grupo reducido • Recogida disponible,35 USD,4.2,,https://www.getyourguide.es/peru-l168997/desde-oxapampa-villa-rica-la-capital-de-la-ruta-del-cafe-t596283/?ranking_uuid=36159e3a-0383-49ce-a249-090b637c7f15
